"";"...1";"species";"year";"month";"lon";"lat";"year_month";"tme";"ele"
"4282";4282;"Rana arvalis";2022;3;5,9;51,4;2022,225;7,2973571777344;34
"4283";4283;"Rana temporaria";2004;2;-2,644371;51,48163;2004,15;5,21456298828127;21
"4284";4284;"Lithobates sylvaticus";2021;7;-66,78088;46,1373;2021,525;17,7834411621094;231
"4285";4285;"Rana dalmatina";2017;5;13,14823;48,28856;2017,375;15,0448852539063;331
"4286";4286;"Rana temporaria";2021;3;7,058609;51,42199;2021,225;5,81282958984377;66
"4287";4287;"Lithobates sphenocephalus";1989;7;-76,01;36,9;1989,525;25,258203125;12
"4288";4288;"Lithobates clamitans";1953;6;-78,5948;34,1856;1953,45;24,7553344726563;8
"4289";4289;"Glandirana rugosa";2012;6;127,986111;35,942778;2012,45;19,7875;195
"4290";4290;"Rana temporaria";2019;3;-5,987826;56,46196;2019,225;5,78634033203127;448
"4291";4291;"Rana temporaria";2020;9;4,85;51,4;2020,675;16,1523681640625;24
"4292";4292;"Pelophylax perezi";2003;4;-8,807165;40,37791;2003,3;13,9691711425781;16
"4293";4293;"Lithobates clamitans";1998;6;-83,9128;45,9761;1998,45;16,7036376953125;183
"4294";4294;"Rana latastei";2022;8;13,47622;46,02809;2022,6;24,1247192382813;86
"4295";4295;"Rana temporaria";1991;1;-3,099436;56,2376;1991,075;2,53139648437502;122
"4296";4296;"Rana temporaria";2007;2;-1,159443;52,62178;2007,15;5,33120117187502;71
"4297";4297;"Rana temporaria";2009;6;2,02212;42,54756;2009,45;13,3019653320313;1952
"4298";4298;"Lithobates areolatus";1959;4;-95,60962;29,92783;1959,3;18,6581970214844;41
"4299";4299;"Rana arvalis";2011;6;73,4778;61,26295;2011,45;17,7454162597656;47
"4300";4300;"Rana temporaria";1996;3;-0,743865;52,69003;1996,225;3,63485107421877;126
"4301";4301;"Rana temporaria";2002;6;5,85;51,05;2002,45;17,750146484375;32
"4302";4302;"Sylvirana guentheri";2019;6;121,75408;24,617437;2019,45;25,3057800292969;91
"4303";4303;"Rana aurora";2019;7;-131,816653;54,067748;2019,525;NA;10
"4304";4304;"Rana temporaria";2021;8;9,849252;56,35341;2021,6;15,5539184570313;76
"4305";4305;"Pelophylax ridibundus";2011;3;5,84494;45,81358;2011,225;8,48616943359377;239
"4306";4306;"Rana temporaria";2003;3;6,94624;46,92753;2003,225;6,99688110351565;422
"4307";4307;"Rana temporaria";1994;6;-2,377117;53,36128;1994,45;13,4406372070313;31
"4308";4308;"Rana chensinensis";1988;7;105,32;38,5;1988,525;23,6003356933594;1285
"4309";4309;"Rana temporaria";1975;1;7,07541;47,24284;1975,075;1,63155517578127;1016
"4310";4310;"Pelophylax lessonae";2013;1;6,21915;47,30289;2013,075;1,31533203125002;395
"4311";4311;"Hylarana latouchii";2018;5;121,5641;24,99178;2018,375;25,0644470214844;48
"4312";4312;"Rana temporaria";2014;4;5,85;51,1;2014,3;12,479638671875;27
"4313";4313;"Lithobates catesbeianus";1950;5;-78,7624;39,6556;1950,375;14,5516296386719;198
"4314";4314;"Lithobates sylvaticus";1984;7;-76,9167;44,7167;1984,525;20,2340026855469;203
"4315";4315;"Rana temporaria";1983;1;-1,902058;50,79053;1983,075;7,80367431640627;21
"4316";4316;"Rana temporaria";2021;7;9,72436;56,23059;2021,525;18,1760192871094;62
"4317";4317;"Rana arvalis";2016;7;73,69477;60,87831;2016,525;19,5384460449219;37
"4318";4318;"Rana temporaria";2018;6;5,5;51,4;2018,45;18,2472778320313;23
"4319";4319;"Hylarana latouchii";2018;10;121,5855;24,99544;2018,75;21,1714721679688;62
"4320";4320;"Lithobates catesbeianus";2019;7;-119,831078;39,302593;2019,525;20,2267700195313;1563
"4321";4321;"Rana temporaria";1989;4;-3,970968;56,41504;1989,3;3,49135742187502;396
"4322";4322;"Lithobates clamitans";2016;6;-72,83413;41,57454;2016,45;20,3833557128906;214
"4323";4323;"Rana temporaria";2022;5;20,2435;63,82417;2022,375;8,0301452636719;26
"4324";4324;"Lithobates catesbeianus";1974;6;-111,69164;33,5156;1974,45;33,6794677734375;417
"4325";4325;"Rana temporaria";2021;5;-0,6521;53,4164;2021,375;9,84810791015627;20
"4326";4326;"Rana arvalis";2011;4;5,35;51,9;2011,3;12,8083435058594;4
"4327";4327;"Rana temporaria";2018;4;6,75274;46,65666;2018,3;10,86220703125;710
"4328";4328;"Rana temporaria";2021;2;-1,158168;51,73627;2021,15;5,10408935546877;106
"4329";4329;"Rana dybowskii";2013;2;127,878778;36,993389;2013,15;-1,79929199218748;82
"4330";4330;"Rana temporaria";2017;4;4,55;51,7;2017,3;8,70760498046877;0
"4331";4331;"Rana temporaria";2019;9;7,21152;46,29868;2019,675;9,43172607421877;1943
"4332";4332;"Lithobates clamitans";2018;7;-75,567545;45,406843;2018,525;23,6153198242188;74
"4333";4333;"Lithobates catesbeianus";2019;7;-116,913105;32,857028;2019,525;22,8537231445313;147
"4334";4334;"Rana temporaria";2020;8;10,26953;48,9207;2020,6;19,578759765625;510
"4335";4335;"Lithobates berlandieri";1984;6;-114,0137;32,71473;1984,45;31,3299194335938;91
"4336";4336;"Rana temporaria";2001;1;7,31896;49,04604;2001,075;2,31240234375002;325
"4337";4337;"Rana temporaria";2009;8;-2,824397;53,17925;2009,6;16,2206665039063;36
"4338";4338;"Hylarana latouchii";2016;9;121,1616;24,78492;2016,675;24,4328247070313;213
"4339";4339;"Lithobates catesbeianus";2008;6;128,945694;35,130752;2008,45;19,3776489257813;2
"4340";4340;"Lithobates catesbeianus";2010;9;-106,758305;34,805947;2010,675;22,8955932617188;1493
"4341";4341;"Pelophylax lessonae";2020;5;13,79201;55,5309;2020,375;10,758447265625;63
"4342";4342;"Lithobates pipiens";2020;9;-80,27405;43,58226;2020,675;15,6992431640625;342
"4343";4343;"Rana temporaria";2020;7;6,20218;45,20159;2020,525;12,4336181640625;2115
"4344";4344;"Rana temporaria";2002;4;-2,226857;53,36166;2002,3;8,33657226562502;79
"4345";4345;"Rana temporaria";2001;7;28,4924;62,33688;2001,525;19,9026733398438;145
"4346";4346;"Rana temporaria";2018;6;6,23093;44,67448;2018,45;11,6144653320313;1149
"4347";4347;"Lithobates catesbeianus";2018;6;4,64119;50,79332;2018,45;17,8449340820313;31
"4348";4348;"Rana temporaria";1979;5;8,06918;47,51153;1979,375;12,2510620117188;571
"4349";4349;"Lithobates warszewitschii";2021;12;-84,54345;10,04821;2021,9;22,7065673828125;468
"4350";4350;"Lithobates zweifeli";1974;6;-99,239998;18,766199;1974,45;20,9568115234375;1080
"4351";4351;"Rana temporaria";1971;4;-1,377171;51,37295;1971,3;7,27327880859377;110
"4352";4352;"Lithobates pipiens";1958;6;-96,64;42,74;1958,45;19,5862670898438;340
"4353";4353;"Rana temporaria";2021;9;4,8;52,4;2021,675;16,6103759765625;0
"4354";4354;"Sylvirana guentheri";2017;6;121,612771;25,042496;2017,45;26,0792175292969;25
"4355";4355;"Pelophylax lessonae";2014;3;14,7;48,19;2014,225;8,00826416015627;232
"4356";4356;"Rana temporaria";1994;3;7,01189;46,9278;1994,225;8,47271118164065;555
"4357";4357;"Rana temporaria";1971;7;-1,763999;55,51853;1971,525;14,4351135253906;124
"4358";4358;"Lithobates pipiens";1998;4;-74,5131;45,1164;1998,3;6,55336914062502;46
"4359";4359;"Rana temporaria";2021;8;5,7;51,55;2021,6;17,0265747070313;17
"4360";4360;"Hylarana latouchii";2016;4;120,7805;24,10819;2016,3;21,5696044921875;250
"4361";4361;"Rana dalmatina";2009;3;1,7599;48,73025;2009,225;6,43709716796877;175
"4362";4362;"Lithobates catesbeianus";2000;8;-66,33;46,85;2000,6;16,7547241210938;343
"4363";4363;"Rana temporaria";2017;4;9,672303;51,3275;2017,3;6,63924560546877;343
"4364";4364;"Pelophylax lessonae";2017;8;11,49538;55,37003;2017,6;16,8380981445313;59
"4365";4365;"Rana temporaria";2013;5;25,54218;61,17387;2013,375;12,207666015625;101
"4366";4366;"Rana temporaria";2007;1;7,04024;49,12902;2007,075;5,17928466796877;267
"4367";4367;"Lithobates clamitans";2020;5;-71,310158;41,775129;2020,375;13,270166015625;-12
"4368";4368;"Rana temporaria";2022;3;4,95;52,05;2022,225;7,0727478027344;2
"4369";4369;"Pelophylax lessonae";1985;1;9,06113;41,66813;1985,075;2,61037597656252;146
"4370";4370;"Rana temporaria";2021;8;5,75;50,8;2021,6;16,3293090820313;131
"4371";4371;"Rana temporaria";2011;6;-4,206057;56,84827;2011,45;8,63018188476565;609
"4372";4372;"Pulchrana grandocula";2012;6;125,6645;9,0752;2012,45;23,164453125;531
"4373";4373;"Lithobates catesbeianus";2021;7;-78,978637;35,943684;2021,525;25,8967224121094;86
"4374";4374;"Nidirana adenopleura";2013;11;121,748994;24,379746;2013,825;15,6835266113281;1154
"4375";4375;"Rana temporaria";2012;5;7,40578;46,97357;2012,375;12,9490905761719;536
"4376";4376;"Lithobates clamitans";2018;4;-95,449455;29,764478;2018,3;18,94619140625;28
"4377";4377;"Rana temporaria";2019;4;16,04192;58,21776;2019,3;6,73439941406252;89
"4378";4378;"Lithobates palustris";2022;5;-81,302362;39,243175;2022,375;18,1844421386719;268
"4379";4379;"Rana dybowskii";2012;6;128,589764;37,189567;2012,45;19,172265625;486
"4380";4380;"Rana temporaria";2007;2;-3,795648;57,16348;2007,15;1,78041992187502;289
"4381";4381;"Nidirana adenopleura";2012;6;121,472488;24,964522;2012,45;26,08828125;200
"4382";4382;"Rana temporaria";2020;3;5,8;51,75;2020,225;6,6103454589844;9
"4383";4383;"Odorrana swinhoana";2015;3;121,493407;25,153921;2015,225;17,2575927734375;240
"4384";4384;"Lithobates sylvaticus";2015;5;-72,63989;41,33329;2015,375;15,2254272460938;65
"4385";4385;"Rana temporaria";1998;3;2,25124;50,8559;1998,225;8,1938415527344;9
"4386";4386;"Rana temporaria";2021;6;4,55;52,35;2021,45;NA;13
"4387";4387;"Lithobates pipiens";2019;8;-89,18695;43,19856;2019,6;20,9068542480469;296
"4388";4388;"Lithobates catesbeianus";2020;7;-85,94525;32,574004;2020,525;27,7304931640625;149
"4389";4389;"Pelophylax nigromaculatus";2007;6;128,942;36,94013;2007,45;19,6421142578125;443
"4390";4390;"Lithobates blairi";1964;3;-100,0736;37,0488;1964,225;6,58870849609377;634
"4391";4391;"Lithobates catesbeianus";2021;5;-65,013412;44,372086;2021,375;10,7602172851563;96
"4392";4392;"Rana temporaria";1996;4;5,85;51,4;1996,3;9,34990844726565;30
"4393";4393;"Lithobates clamitans";2021;8;-71,577934;44,105823;2021,6;18,7394653320313;476
"4394";4394;"Lithobates catesbeianus";2014;7;4,75142;51,47456;2014,525;19,4482055664063;7
"4395";4395;"Lithobates sylvaticus";1961;5;-105,929;52,3222;1961,375;10,8656860351563;557
"4396";4396;"Rana dalmatina";2007;1;6,33849;47,48717;2007,075;4,64412841796877;279
"4397";4397;"Rana temporaria";2001;1;2,00322;50,50845;2001,075;3,19130859375002;175
"4398";4398;"Lithobates clamitans";2020;7;-74,298092;40,74571;2020,525;25,8945556640625;118
"4399";4399;"Pelophylax perezi";2021;5;2,753;41,989;2021,375;15,7172485351563;99
"4400";4400;"Lithobates sphenocephalus";2016;5;-96,19199;36,95639;2016,375;18,5701843261719;243
"4401";4401;"Rana temporaria";2005;3;6,06662;48,84572;2005,225;5,53066406250002;215
"4402";4402;"Hylarana latouchii";2021;8;121,5173;25,12765;2021,6;27,2902465820313;156
"4403";4403;"Rana arvalis";2018;4;12,40364;57,70356;2018,3;7,23134765625002;129
"4404";4404;"Rana temporaria";2006;5;8,33239;47,37488;2006,375;12,9179626464844;362
"4405";4405;"Rana arvalis";1995;7;84,88;56,47;1995,525;19,2124877929688;94
"4406";4406;"Rana arvalis";2021;11;6,25;51,95;2021,825;6,76650390625002;12
"4407";4407;"Lithobates sphenocephalus";1966;10;-97,36655;28,11904;1966,75;22,000390625;9
"4408";4408;"Rana temporaria";2006;4;8,06918;47,51153;2006,3;8,40224609375002;571
"4409";4409;"Rana temporaria";1998;3;3,46623;47,82867;1998,225;7,4204040527344;171
"4410";4410;"Lithobates palustris";1955;9;-77,81;38,8;1955,675;19,6037536621094;225
"4411";4411;"Sylvirana guentheri";2017;10;121,585518;24,995439;2017,75;23,1062255859375;62
"4412";4412;"Pelophylax ridibundus";2020;8;35,962421;52,910976;2020,6;18,307275390625;161
"4413";4413;"Rana temporaria";2015;6;4,3;52,1;2015,45;15,2687622070313;8
"4414";4414;"Pelophylax ridibundus";2019;5;-0,02331;45,99539;2019,375;NA;106
"4415";4415;"Lithobates sphenocephalus";1989;7;-76,01;36,9;1989,525;25,258203125;12
"4416";4416;"Rana temporaria";2016;3;6,18422;44,63077;2016,225;0,392663574218773;1316
"4417";4417;"Rana dalmatina";2010;5;12,33822;55,0191;2010,375;9,19414672851565;3
"4418";4418;"Pelophylax lessonae";1990;6;18,47445;60,41894;1990,45;13,3597961425781;0
"4419";4419;"Pelophylax lessonae";2005;8;12,94;48,03;2005,6;15,7204528808594;423
"4420";4420;"Rana temporaria";2017;10;4,35;51,95;2017,75;13,9909912109375;-3
"4421";4421;"Rana dalmatina";2020;3;9,01525;45,83807;2020,225;6,6884704589844;245
"4422";4422;"Rana dalmatina";2019;5;13,83;48,08;2019,375;11,1993041992188;371
"4423";4423;"Rana temporaria";1993;5;13,44549;59,63598;1993,375;13,831689453125;74
"4424";4424;"Hylarana macrodactyla";1990;8;113,926371;22,313373;1990,6;28,5403076171875;4
"4425";4425;"Rana temporaria";2009;5;12,71;47,17;2009,375;4,92904052734377;1897
"4426";4426;"Hylarana latouchii";2020;11;120,92;24;2020,825;20,4985595703125;456
"4427";4427;"Lithobates pipiens";2022;6;-68,73815;44,89867;2022,45;16,9528442382813;43
"4428";4428;"Rana temporaria";2018;7;3,96152;44,79499;2018,525;18,1055541992188;1182
"4429";4429;"Lithobates clamitans";2020;5;-88,802222;42,128611;2020,375;14,199853515625;253
"4430";4430;"Rana temporaria";2019;4;9,08228;45,92708;2019,3;9,81252441406252;830
"4431";4431;"Rana arvalis";2019;6;11,890068;55,568889;2019,45;18,0284362792969;74
"4432";4432;"Rana arvalis";2021;7;5,9;52,8;2021,525;17,9240661621094;-1
"4433";4433;"Lithobates clamitans";2013;8;-82,684025;35,797328;2013,6;20,7475830078125;545
"4434";4434;"Rana temporaria";1997;4;8,26064;47,01561;1997,3;4,34432373046877;1007
"4435";4435;"Rana temporaria";2010;3;1,94983;50,95346;2010,225;NA;3
"4436";4436;"Lithobates catesbeianus";1956;1;-89,086919;37,645054;1956,075;-0,347692871093727;158
"4437";4437;"Rana temporaria";1994;1;-2,226857;53,36166;1994,075;4,31276855468752;79
"4438";4438;"Sylvirana guentheri";2011;7;121,470512;25,119162;2011,525;27,2958923339844;7
"4439";4439;"Rana temporaria";1996;4;8,3264;47,01512;1996,3;5,91436157226565;520
"4440";4440;"Rana temporaria";2007;4;7,2745;46,92848;2007,3;11,7292114257813;597
"4441";4441;"Lithobates sphenocephalus";1989;8;-76,01;36,9;1989,6;24,8662963867188;12
"4442";4442;"Pelophylax perezi";1990;1;-7,049169;38,82713;1990,075;8,23027954101565;181
"4443";4443;"Rana temporaria";1990;1;8,92435;47,23384;1990,075;-0,584173583984352;480
"4444";4444;"Hylarana latouchii";2016;1;121,4658;25,12864;2016,075;14,7976013183594;35
"4445";4445;"Rana luteiventris";2018;7;-110,3479;44,91244;2018,525;16,3789916992188;1891
"4446";4446;"Rana temporaria";2022;8;8,434516;63,30802;2022,6;13,2028442382813;0
"4447";4447;"Lithobates sylvaticus";2021;5;-77,26926;38,94129;2021,375;17,3813110351563;102
"4448";4448;"Hylarana latouchii";2016;1;120,6411;22,68399;2016,075;18,1159606933594;111
"4449";4449;"Nidirana adenopleura";2017;12;121,547566;23,951992;2017,9;12,8283935546875;75
"4450";4450;"Lithobates clamitans";2020;5;-71,473062;43,359287;2020,375;12,412744140625;192
"4451";4451;"Lithobates spectabilis";1982;9;-99,157776;20,771111;1982,675;16,2824340820313;1490
"4452";4452;"Rana temporaria";2021;5;5,65;52;2021,375;11,1664672851563;9
"4453";4453;"Rana boylii";1967;5;-122,9205;38,92998;1967,375;14,7967163085938;505
"4454";4454;"Pelophylax ridibundus";2022;6;44,44541;48,550655;2022,45;23,7887817382813;14
"4455";4455;"Rana temporaria";2019;3;7,34032;46,8386;2019,225;3,34493408203127;706
"4456";4456;"Lithobates sylvaticus";1979;6;-71,61151;42,69609;1979,45;18,862451171875;77
"4457";4457;"Rana temporaria";2018;3;4,75636;49,50881;2018,225;4,91036376953127;164
"4458";4458;"Lithobates clamitans";2017;6;-72,83413;41,57454;2017,45;19,4483581542969;214
"4459";4459;"Rana temporaria";2006;5;8,12453;46,65667;2006,375;5,9433532714844;2073
"4460";4460;"Rana temporaria";2013;7;9,827761;56,129846;2013,525;17,3825317382813;93
"4461";4461;"Rana temporaria";2001;1;1,79971;49,22869;2001,075;4,06044921875002;130
"4462";4462;"Hylarana latouchii";2016;3;121,6231;24,75455;2016,225;13,4532104492188;521
"4463";4463;"Nidirana adenopleura";2019;1;121,5394;23,899551;2019,075;15,4894653320313;41
"4464";4464;"Rana temporaria";1994;6;-3,288321;51,69393;1994,45;12,8429809570313;354
"4465";4465;"Rana temporaria";1987;1;-1,378262;54,61541;1987,075;0,633142089843773;52
"4466";4466;"Rana uenoi";2015;1;128,5254;34,88306;2015,075;NA;104
"4467";4467;"Rana arvalis";2006;3;12,141938;55,951507;2006,225;-0,558752441406227;5
"4468";4468;"Lithobates sylvaticus";2022;6;-82,35765;35,42412;2022,45;21,7204223632813;694
"4469";4469;"Hylarana latouchii";1989;8;121,5516;24,86114;1989,6;25,0655151367188;199
"4470";4470;"Lithobates sylvaticus";2021;4;-74,16;41,75;2021,3;9,20034179687502;178
"4471";4471;"Rana dalmatina";2020;2;-0,60023;44,88882;2020,15;10,026513671875;8
"4472";4472;"Lithobates pipiens";1965;4;-108,6717;26,93833;1965,3;23,3055053710938;400
"4473";4473;"Lithobates sphenocephalus";2021;4;-81,4593;28,71175;2021,3;21,460107421875;26
"4474";4474;"Glandirana rugosa";2012;4;127,808056;35,806667;2012,3;9,67702636718752;555
"4475";4475;"Rana temporaria";2022;3;7,908265;52,253698;2022,225;6,1039978027344;99
"4476";4476;"Odorrana swinhoana";2015;2;121,502108;24,777377;2015,15;11,2773071289063;436
"4477";4477;"Lithobates areolatus";2017;2;-96,295617;29,713936;2017,15;18,345849609375;66
"4478";4478;"Pelophylax perezi";2003;4;-7,584766;39,55176;2003,3;13,3910461425781;268
"4479";4479;"Rana temporaria";2021;6;12,68759;61,6381;2021,45;12,3950439453125;775
"4480";4480;"Pelophylax nigromaculatus";2008;6;127,4853;38,06112;2008,45;17,5299926757813;356
"4481";4481;"Rana temporaria";2016;10;5,95;51,45;2016,75;10,3145080566406;30
"4482";4482;"Rana dybowskii";2010;3;129,266576;36,330328;2010,225;4,27889404296877;226
"4483";4483;"Lithobates pipiens";2021;9;-76,02579;45,44074;2021,675;16,9189697265625;64
"4484";4484;"Rana temporaria";2012;7;-0,21728;51,76324;2012,525;15,4938903808594;83
"4485";4485;"Lithobates catesbeianus";2018;8;-122,311773;45,567825;2018,6;20,8736206054688;10
"4486";4486;"Lithobates pipiens";1973;5;-110;49,21667;1973,375;12,0114379882813;911
"4487";4487;"Rana dalmatina";2013;1;0,98126;49,16566;2013,075;3,61806640625002;150
"4488";4488;"Rana temporaria";1988;7;8,031055;63,16476;1988,525;NA;60
"4489";4489;"Rana temporaria";1995;1;-2,528486;53,45059;1995,075;3,7947937011719;34
"4490";4490;"Rana arvalis";2022;7;15,68677;58,13075;2022,525;17,8806396484375;94
"4491";4491;"Indosylvirana flavescens";2019;9;76,539427;11,061369;2019,675;20,7266479492188;570
"4492";4492;"Rana temporaria";2017;3;14,93697;56,17772;2017,225;3,96218261718752;36
"4493";4493;"Lithobates berlandieri";2022;4;-97,95279;26,12659;2022,3;25,9410949707031;25
"4494";4494;"Sylvirana guentheri";2015;10;121,018039;24,69694;2015,75;23,3180786132813;125
"4495";4495;"Rana temporaria";2020;11;-3,657942;55,04065;2020,825;7,75441894531252;41
"4496";4496;"Lithobates catesbeianus";1997;3;-46,144444;-22,755556;1997,225;17,9607788085938;1039
"4497";4497;"Rana arvalis";2013;4;11,697298;55,862795;2013,3;5,66912231445315;23
"4498";4498;"Rana dalmatina";2000;4;1,85668;47,14134;2000,3;10,00966796875;111
"4499";4499;"Sylvirana guentheri";2016;4;121,4658;25,12864;2016,3;21,6457763671875;35
"4500";4500;"Hylarana latouchii";2016;9;121,5336;25,12242;2016,675;25,7843872070313;75
"4501";4501;"Lithobates sylvaticus";1995;4;-85,3181;42,1003;1995,3;6,39412841796877;278
"4502";4502;"Lithobates clamitans";2016;7;-78,609131;42,256503;2016,525;20,7884460449219;609
"4503";4503;"Lithobates catesbeianus";2015;8;-95,73803;29,30705;2015,6;29,088525390625;24
"4504";4504;"Pelophylax nigromaculatus";2009;7;126,6382;37,22319;2009,525;22,4334350585938;23
"4505";4505;"Lithobates palustris";2020;9;-69,38243;44,193297;2020,675;16,9453369140625;45
"4506";4506;"Lithobates montezumae";2017;8;-99,194886;19,318114;2017,6;14,6740356445313;2328
"4507";4507;"Rana dalmatina";2018;10;-0,41073;46,01647;2018,75;14,7808471679688;34
"4508";4508;"Rana dalmatina";2007;1;0,64092;48,77548;2007,075;6,54451904296877;234
"4509";4509;"Sylvirana guentheri";2008;4;121,082814;24,781265;2008,3;21,5148559570313;106
"4510";4510;"Rana temporaria";2019;4;7,40583;46,88361;2019,3;6,83205566406252;745
"4511";4511;"Rana dybowskii";1966;4;136,15;45,333333;1966,3;-1,44364013671873;777
"4512";4512;"Rana temporaria";2021;6;5,65;52,5;2021,45;17,7719970703125;-6
"4513";4513;"Rana limnocharis";1992;7;115,8053;31,1142;1992,525;24,4756408691406;837
"4514";4514;"Rana temporaria";1997;2;6,75102;46,79159;1997,15;4,47640380859377;569
"4515";4515;"Pelophylax lessonae";2011;8;14,38;48,27;2011,6;19,834130859375;251
"4516";4516;"Rana temporaria";2001;1;1,84128;48,14686;2001,075;4,93154296875002;128
"4517";4517;"Lithobates clamitans";2021;7;-88,708992;37,429384;2021,525;25,7404724121094;152
"4518";4518;"Lithobates catesbeianus";2015;8;-68,273335;44,338556;2015,6;17,361962890625;344
"4519";4519;"Rana temporaria";2015;7;-1,644972;52,38336;2015,525;15,8081298828125;124
"4520";4520;"Rana temporaria";1977;10;-4,68083;50,44358;1977,75;12,4788452148438;65
"4521";4521;"Rana temporaria";2003;3;6,94624;46,92753;2003,225;6,99688110351565;422
"4522";4522;"Rana huanrenensis";2010;3;128,8786;37,6474;2010,225;0,886315917968773;445
"4523";4523;"Lithobates septentrionalis";2005;8;-69,92615;44,63398;2005,6;20,2184997558594;116
"4524";4524;"Rana dalmatina";1980;1;1,07822;47,95917;1980,075;1,41433105468752;186
"4525";4525;"Rana dalmatina";2004;3;1,80231;43,25541;2004,225;7,14626464843752;306
"4526";4526;"Rana temporaria";1995;6;11,16984;55,55286;1995,45;14,2560363769531;1
"4527";4527;"Lithobates sphenocephalus";1959;6;-101,1685;35,9133;1959,45;25,0396667480469;846
"4528";4528;"Rana dalmatina";2019;3;7,728264;44,86947;2019,225;8,82735595703127;237
"4529";4529;"Pelophylax perezi";2008;6;-6,028694;39,8493;2008,45;22,2741333007813;312
"4530";4530;"Rana temporaria";1993;5;-0,774956;52,63641;1993,375;11,038720703125;156
"4531";4531;"Lithobates pipiens";1999;4;-80,8192;44,5201;1999,3;6,15993652343752;318
"4532";4532;"Lithobates sylvaticus";2019;5;-72,68397;41,35257;2019,375;13,7911010742188;73
"4533";4533;"Rana temporaria";2019;6;6,4;53,1;2019,45;18,0225769042969;6
"4534";4534;"Lithobates clamitans";2021;12;-94,471724;32,65071;2021,9;16,1518798828125;72
"4535";4535;"Rana arvalis";2001;7;9,010775;54,940789;2001,525;17,4026733398438;12
"4536";4536;"Odorrana swinhoana";2014;7;121,447739;24,964499;2014,525;28,2782836914063;36
"4537";4537;"Lithobates catesbeianus";2022;7;-72,864553;43,168039;2022,525;20,7927490234375;430
"4538";4538;"Lithobates pustulosus";1985;11;-108,673;26,98423;1985,825;17,8710266113281;733
"4539";4539;"Chalcorana raniceps";2021;9;110,160155;1,607835;2021,675;25,7802978515625;72
"4540";4540;"Rana temporaria";2017;3;6,94993;46,52274;2017,225;6,23366699218752;1128
"4541";4541;"Nidirana adenopleura";2020;10;121,63;24,75;2020,75;19,176171875;488
"4542";4542;"Rana temporaria";2020;5;29,779;63,115;2020,375;7,09633789062502;130
"4543";4543;"Rana longicrus";2015;1;121,180637;24,792131;2015,075;13,17568359375;180
"4544";4544;"Lithobates catesbeianus";1997;5;-110,858231;31,490749;1997,375;23,9280029296875;1206
"4545";4545;"Rana temporaria";2012;7;9,720542;55,95945;2012,525;15,6110778808594;65
"4546";4546;"Lithobates catesbeianus";2018;6;-118,41082;34,119458;2018,45;20,8410278320313;298
"4547";4547;"Rana temporaria";2007;9;35,1333;54,7487;2007,675;12,0030456542969;164
"4548";4548;"Lithobates sphenocephalus";2002;12;-94,76778;31,49889;2002,9;10,322900390625;69
"4549";4549;"Pelophylax ridibundus";2019;5;3,62343;51,21913;2019,375;11,9707885742188;3
"4550";4550;"Lithobates sylvaticus";1998;3;-80,0376;43,5621;1998,225;1,1157165527344;345
"4551";4551;"Rana temporaria";2015;4;6,18422;44,63077;2015,3;6,9631286621094;1316
"4552";4552;"Lithobates sylvaticus";2000;4;-72,53957;43,63317;2000,3;4,17958984375002;359
"4553";4553;"Lithobates catesbeianus";2012;8;-70,241692;43,706158;2012,6;NA;NA
"4554";4554;"Lithobates sphenocephalus";1966;10;-87,86699;30,23661;1966,75;NA;5
"4555";4555;"Rana arvalis";2019;5;85,902007;57,180028;2019,375;9,29500732421877;93
"4556";4556;"Rana temporaria";2013;1;3,01969;44,43206;2013,075;1,14736328125002;683
"4557";4557;"Rana temporaria";2021;11;5,3;51,7;2021,825;6,95205078125002;7
"4558";4558;"Rana huanrenensis";2009;4;128,1333;36,44587;2009,3;12,2304626464844;154
"4559";4559;"Pelophylax perezi";2006;1;-4,04;43,12;2006,075;2,76302490234377;487
"4560";4560;"Rana temporaria";2019;1;5,80464;46,51064;2019,075;-0,862097167968727;802
"4561";4561;"Pelophylax nigromaculatus";1998;4;127,5366;37,93294;1998,3;12,438134765625;397
"4562";4562;"Rana dalmatina";2016;2;-0,68016;45,94492;2016,15;7,76638183593752;7
"4563";4563;"Rana dalmatina";2017;3;2,33141;46,18611;2017,225;8,92116699218752;382
"4564";4564;"Rana temporaria";2012;7;9,785433;56,05049;2012,525;15,6755310058594;57
"4565";4565;"Lithobates clamitans";2022;6;-83,865713;35,252405;2022,45;20,9801879882813;989
"4566";4566;"Rana temporaria";2001;5;7,20749;47,24318;2001,375;12,8089233398438;814
"4567";4567;"Rana temporaria";2021;2;7,301229;45,07851;2021,15;1,86190185546877;1226
"4568";4568;"Rana temporaria";2017;4;7,1;52,95;2017,3;8,07283935546877;6
"4569";4569;"Rana temporaria";2007;9;5,65;51,25;2007,675;14,1280456542969;37
"4570";4570;"Lithobates clamitans";2022;8;-91,755288;40,053273;2022,6;24,5563598632813;198
"4571";4571;"Rana temporaria";2004;3;6,13957;49,6514;2004,225;4,07204589843752;260
"4572";4572;"Rana temporaria";2005;6;7,53719;46,97353;2005,45;16,8779541015625;772
"4573";4573;"Rana temporaria";2011;1;-0,84557;43,8798;2011,075;5,86614379882815;44
"4574";4574;"Lithobates maculatus";2021;12;-87,88792;14,65681;2021,9;17,9077392578125;1347
"4575";4575;"Hylarana latouchii";2011;7;121,6079;24,96798;2011,525;27,0361267089844;398
